ws_id,payment
11111,never pay
11113,pay per bucket
11114,never pay
11115,pay per bucket
11116,never pay
11117,pay when scheme fails
11118,
11119,never pay
11120,pay monthly
11121,never pay
11122,pay when scheme fails
11123,pay per bucket
11124,never pay
11125,never pay
11126,never pay
11127,pay per bucket
11128,never pay
11129,pay monthly
11130,never pay
11131,pay when scheme fails
11132,never pay
11133,
11134,pay per bucket
11135,never pay
11136,
11137,pay per bucket
11138,pay per bucket
11139,pay per bucket
11140,never pay
11141,never pay
11142,never pay
11143,pay monthly
11144,pay monthly
11145,pay when scheme fails
11146,pay annually
11147,never pay
11148,pay monthly
11149,pay per bucket
11150,never pay
11151,pay monthly
11152,pay per bucket
11153,never pay
11154,never pay
11155,never pay
11156,pay monthly
11158,never pay
11159,never pay
11160,never pay
11161,never pay
11162,never pay
11163,pay monthly
11164,pay per bucket
11165,pay monthly
11166,never pay
11167,never pay
11168,pay per bucket
11169,pay per bucket
11170,pay per bucket
11171,never pay
11172,pay monthly
11173,pay per bucket
11174,
11175,pay monthly
11176,never pay
11177,never pay
11178,never pay
11179,
11180,pay monthly
11181,pay per bucket
11182,pay monthly
11183,
11184,pay per bucket
11185,pay monthly
11186,pay per bucket
11187,pay when scheme fails
11188,never pay
11189,never pay
11190,pay annually
11191,pay when scheme fails
11192,pay annually
11193,never pay
11194,
11195,never pay
11196,pay monthly
11197,pay per bucket
11200,pay monthly
11201,never pay
11202,never pay
11203,pay when scheme fails
11205,never pay
11206,never pay
11207,never pay
11209,
11210,
11211,
11212,never pay
11213,pay per bucket
11215,pay per bucket
11217,pay when scheme fails
11218,never pay
11219,pay monthly
11220,never pay
11221,pay when scheme fails
11222,never pay
11223,never pay
11224,never pay
11226,
11227,never pay
11228,never pay
11229,
11230,pay per bucket
11231,never pay
11232,
11233,never pay
11234,never pay
11235,
11236,
11237,never pay
11238,pay per bucket
11240,pay monthly
11241,never pay
11242,pay monthly
11243,pay annually
11244,pay when scheme fails
11245,
11246,pay monthly
11247,never pay
11248,never pay
11251,pay monthly
11252,never pay
11253,
11254,pay per bucket
11255,pay per bucket
11256,
11257,pay per bucket
11258,pay monthly
11261,never pay
11262,pay when scheme fails
11263,pay annually
11264,pay per bucket
11265,
11266,pay when scheme fails
11267,pay monthly
11268,never pay
11269,never pay
11270,pay per bucket
11271,pay monthly
11272,never pay
11273,pay monthly
11274,pay per bucket
11275,never pay
11276,pay monthly
11277,pay per bucket
11278,pay monthly
11279,pay monthly
11280,pay per bucket
11281,pay per bucket
11282,pay per bucket
11283,pay monthly
11284,never pay
11285,never pay
11287,pay per bucket
11288,never pay
11290,never pay
11291,pay per bucket
11292,pay per bucket
11293,pay monthly
11294,pay monthly
11295,pay monthly
11296,pay annually
11297,never pay
11298,never pay
11299,pay per bucket
11300,never pay
11301,never pay
11302,never pay
11303,other
11304,never pay
11305,pay when scheme fails
11307,
11308,never pay
11309,never pay
11310,never pay
11311,never pay
11313,pay per bucket
11314,
11315,
11316,pay per bucket
11317,never pay
11318,pay monthly
11319,never pay
11320,never pay
11321,never pay
11322,never pay
11323,never pay
11324,never pay
11325,
11326,never pay
11327,pay monthly
11328,pay monthly
11329,pay monthly
11330,never pay
11332,pay annually
11333,never pay
11334,
11335,pay per bucket
11336,pay monthly
11337,pay monthly
11338,never pay
11339,never pay
11340,
11341,never pay
11342,never pay
11343,never pay
11344,never pay
11345,
11346,never pay
11347,
11348,
11349,pay monthly
11350,never pay
11351,pay per bucket
11352,never pay
11353,
11354,pay per bucket
11355,never pay
11356,pay per bucket
11357,pay per bucket
11358,pay per bucket
11359,pay per bucket
11360,never pay
11362,never pay
11364,never pay
11365,other
11366,never pay
11367,pay annually
11368,never pay
11369,never pay
11371,pay per bucket
11372,pay per bucket
11373,pay monthly
11374,pay per bucket
11375,pay monthly
11377,never pay
11378,pay per bucket
11379,pay monthly
11380,pay per bucket
11381,never pay
11382,pay when scheme fails
11383,pay per bucket
11384,
11385,
11386,pay when scheme fails
11387,pay per bucket
11388,pay per bucket
11389,pay per bucket
11390,never pay
11391,never pay
11392,
11393,
11394,pay monthly
11396,pay per bucket
11397,never pay
11398,
11399,never pay
11400,pay monthly
11401,never pay
11402,
11403,never pay
11404,never pay
11405,never pay
11406,never pay
11407,pay when scheme fails
11409,never pay
11410,
11411,pay monthly
11412,never pay
11413,never pay
11414,
11415,never pay
11416,pay per bucket
11417,never pay
11418,never pay
11419,
11420,never pay
11421,never pay
11423,never pay
11424,never pay
11425,pay monthly
11426,never pay
11427,never pay
11428,pay per bucket
11429,never pay
11430,never pay
11431,never pay
11432,pay monthly
11433,never pay
11434,never pay
11435,pay annually
11437,pay monthly
11438,
11439,pay monthly
11440,pay per bucket
11441,pay when scheme fails
11442,never pay
11443,pay monthly
11444,never pay
11445,pay when scheme fails
11446,pay per bucket
11447,pay when scheme fails
11448,never pay
11449,never pay
11451,never pay
11452,pay annually
11453,never pay
11454,
11455,never pay
11456,pay per bucket
11457,
11458,never pay
11459,pay per bucket
11460,never pay
11461,pay per bucket
11462,pay per bucket
11463,
11464,never pay
11465,
11466,never pay
11467,never pay
11469,never pay
11470,pay per bucket
11471,pay monthly
11472,never pay
11473,never pay
11474,
11475,never pay
11476,never pay
11477,never pay
11478,pay per bucket
11479,pay per bucket
11480,pay monthly
11481,pay per bucket
11482,never pay
11483,
11484,pay monthly
11485,pay per bucket
11486,never pay
11487,never pay
11488,never pay
11489,never pay
11490,
11491,
11492,pay monthly
11494,pay monthly
11495,
11496,pay annually
11497,pay per bucket
11499,pay annually
11500,never pay
11502,pay monthly
11503,never pay
11504,never pay
11505,pay per bucket
11506,never pay
11507,pay monthly
11508,
11509,pay per bucket
11510,pay when scheme fails
11512,pay monthly
11513,pay per bucket
11514,never pay
11515,other
11516,pay per bucket
11517,
11518,pay per bucket
11519,pay monthly
11520,never pay
11521,pay annually
11522,pay when scheme fails
11523,never pay
11524,
11525,never pay
11526,
11527,never pay
11528,
11529,
11530,never pay
11531,pay monthly
11532,
11533,pay monthly
11534,never pay
11536,
11537,pay per bucket
11538,
11539,never pay
11540,pay monthly
11542,never pay
11543,pay annually
11545,
11547,pay per bucket
11548,
11549,other
11550,pay monthly
11551,never pay
11552,
11554,never pay
11555,never pay
11556,pay when scheme fails
11557,never pay
11558,never pay
11559,pay annually
11560,pay monthly
11561,other
11563,pay monthly
11564,never pay
11565,pay annually
11566,never pay
11567,pay monthly
11568,never pay
11569,pay monthly
11570,never pay
11571,
11572,
11573,pay per bucket
11574,pay when scheme fails
11575,
11576,never pay
11577,
11578,never pay
11580,pay per bucket
11581,pay when scheme fails
11582,pay per bucket
11583,never pay
11584,pay annually
11585,never pay
11586,never pay
11588,pay annually
11589,never pay
11590,never pay
11591,never pay
11592,never pay
11593,never pay
11594,pay when scheme fails
11595,never pay
11596,never pay
11597,never pay
11598,pay when scheme fails
11599,
11600,pay annually
11601,pay monthly
11602,
11603,pay monthly
11604,pay annually
11605,never pay
11606,
11607,other
11608,pay when scheme fails
11609,pay per bucket
11610,pay per bucket
11611,never pay
11612,never pay
11613,pay when scheme fails
11614,pay per bucket
11615,pay annually
11616,pay per bucket
11618,pay per bucket
11619,pay per bucket
11620,pay monthly
11621,
11622,never pay
11623,never pay
11624,
11625,never pay
11626,pay monthly
11627,pay monthly
11628,
11629,
11630,never pay
11631,pay per bucket
11632,never pay
11633,never pay
11634,never pay
11635,never pay
11636,pay per bucket
11637,pay annually
11638,pay monthly
11639,never pay
11640,
11641,pay per bucket
11642,never pay
11643,never pay
11644,never pay
11645,pay per bucket
11646,pay per bucket
11647,
11648,never pay
11649,pay per bucket
11650,never pay
11651,never pay
11652,never pay
11653,pay per bucket
11654,never pay
11655,never pay
11656,never pay
11657,never pay
11658,
11659,never pay
11660,pay per bucket
11661,pay per bucket
11662,never pay
11663,
11664,pay per bucket
11665,pay monthly
11666,pay per bucket
11667,never pay
11668,pay monthly
11669,
11670,never pay
11671,never pay
11673,other
11674,never pay
11675,pay per bucket
11676,pay monthly
11677,never pay
11679,never pay
11680,pay per bucket
11681,pay when scheme fails
11682,never pay
11683,pay per bucket
11684,
11686,never pay
11687,never pay
11688,pay monthly
11689,pay monthly
11690,never pay
11692,pay monthly
11693,never pay
11694,never pay
11695,never pay
11696,pay monthly
11697,never pay
11698,pay per bucket
11699,
11702,
11703,pay per bucket
11704,never pay
11705,never pay
11706,never pay
11707,pay per bucket
11708,pay monthly
11709,pay monthly
11710,
11711,never pay
11712,pay per bucket
11713,pay per bucket
11714,never pay
11715,never pay
11716,never pay
11717,never pay
11718,never pay
11719,never pay
11720,pay when scheme fails
11721,never pay
11722,never pay
11723,pay when scheme fails
11724,pay when scheme fails
11726,never pay
11727,
11728,never pay
11729,pay per bucket
11730,pay monthly
11731,never pay
11732,
11733,pay per bucket
11734,never pay
11735,pay monthly
11737,pay when scheme fails
11738,never pay
11739,pay per bucket
11740,
11741,pay per bucket
11742,never pay
11743,never pay
11744,never pay
11745,never pay
11746,pay per bucket
11747,never pay
11748,never pay
11749,never pay
11750,pay monthly
11752,never pay
11753,pay per bucket
11755,never pay
11756,never pay
11757,pay monthly
11758,pay when scheme fails
11760,never pay
11761,pay per bucket
11762,never pay
11763,pay monthly
11764,pay monthly
11766,pay when scheme fails
11767,pay monthly
11768,never pay
11769,never pay
11770,
11771,pay per bucket
11772,pay annually
11773,pay per bucket
11774,never pay
11775,pay per bucket
11776,pay monthly
11777,pay per bucket
11778,
11779,never pay
11780,pay per bucket
11781,
11782,pay monthly
11783,never pay
11784,never pay
11785,never pay
11786,never pay
11787,never pay
11788,pay per bucket
11789,never pay
11790,
11791,pay annually
11792,never pay
11793,
11794,pay annually
11795,never pay
11796,pay annually
11797,never pay
11798,
11799,
11800,pay per bucket
11801,never pay
11802,never pay
11803,never pay
11804,other
11805,never pay
11806,never pay
11807,pay monthly
11808,never pay
11809,never pay
11810,never pay
11811,
11812,pay monthly
11813,never pay
11814,
11815,never pay
11816,never pay
11817,never pay
11818,never pay
11819,pay monthly
11820,pay when scheme fails
11821,
11822,
11823,never pay
11824,never pay
11826,never pay
11827,pay monthly
11828,never pay
11829,never pay
11830,never pay
11831,
11832,
11833,never pay
11834,never pay
11835,never pay
11836,never pay
11837,never pay
11838,never pay
11839,
11840,pay when scheme fails
11841,never pay
11842,never pay
11844,never pay
11845,never pay
11846,
11847,never pay
11848,pay annually
11849,pay per bucket
11850,never pay
11851,never pay
11852,never pay
11853,pay monthly
11854,pay when scheme fails
11855,pay per bucket
11856,never pay
11857,never pay
11858,pay monthly
11859,never pay
11860,pay annually
11861,
11862,never pay
11863,never pay
11864,
11865,
11866,
11867,never pay
11868,pay annually
11869,never pay
11871,pay monthly
11872,never pay
11873,
11874,
11875,never pay
11876,pay annually
11877,never pay
11878,never pay
11879,
11881,pay monthly
11882,never pay
11883,pay per bucket
11884,never pay
11885,
11886,pay monthly
11887,pay per bucket
11888,pay when scheme fails
11889,
11890,never pay
11891,never pay
11892,never pay
11893,pay monthly
11894,never pay
11895,never pay
11896,never pay
11897,pay monthly
11899,never pay
11901,pay per bucket
11902,never pay
11903,pay per bucket
11904,never pay
11905,
11906,pay per bucket
11907,
11908,never pay
11909,pay when scheme fails
11910,never pay
11911,
11912,never pay
11913,pay per bucket
11914,pay when scheme fails
11915,never pay
11916,
11917,never pay
11918,never pay
11919,pay per bucket
11920,pay per bucket
11921,
11922,never pay
11923,never pay
11924,pay monthly
11925,pay monthly
11926,never pay
11927,never pay
11929,
11931,never pay
11932,
11933,
11934,pay monthly
11935,
11936,pay monthly
11937,
11939,never pay
11940,pay per bucket
11941,pay annually
11942,never pay
11944,
11946,
11947,pay per bucket
11948,never pay
11950,never pay
11951,never pay
11952,pay when scheme fails
11954,never pay
11955,pay annually
11956,pay per bucket
11958,other
11960,never pay
11961,pay when scheme fails
11962,
11963,pay annually
11964,never pay
11965,never pay
11966,pay per bucket
11967,pay when scheme fails
11968,
11969,never pay
11970,
11971,never pay
11972,pay per bucket
11973,pay monthly
11975,never pay
11976,pay per bucket
11977,never pay
11978,pay per bucket
11979,
11980,pay monthly
11981,pay monthly
11982,never pay
11983,
11984,pay per bucket
11985,pay per bucket
11986,pay per bucket
11987,pay when scheme fails
11988,pay monthly
11989,pay per bucket
11990,pay per bucket
11991,never pay
11994,
11995,pay monthly
11996,never pay
11997,never pay
11998,
11999,never pay
12000,pay when scheme fails
12001,never pay
12002,pay when scheme fails
12003,
12004,
12005,pay when scheme fails
12006,pay per bucket
12007,never pay
12008,pay monthly
12009,never pay
12010,never pay
12011,
12012,never pay
12014,pay per bucket
12015,never pay
12016,pay when scheme fails
12017,
12019,
12020,pay when scheme fails
12021,pay per bucket
12022,
12023,never pay
12024,
12025,never pay
12026,never pay
12027,never pay
12028,pay annually
12029,never pay
12030,never pay
12031,never pay
12032,never pay
12033,never pay
12034,pay monthly
12035,never pay
12036,pay per bucket
12037,never pay
12038,never pay
12039,pay monthly
12040,never pay
12041,never pay
12042,never pay
12043,never pay
12044,
12045,
12046,pay when scheme fails
12047,
12048,
12050,
12051,pay per bucket
12052,pay per bucket
12053,never pay
12054,never pay
12055,never pay
12056,pay per bucket
12057,
12058,never pay
12059,never pay
12060,never pay
12061,other
12062,never pay
12063,
12064,
12065,pay monthly
12066,
12067,pay annually
12068,pay per bucket
12069,pay per bucket
12070,never pay
12071,never pay
12072,never pay
12073,other
12074,
12075,
12076,never pay
12077,pay monthly
12078,pay per bucket
12079,pay when scheme fails
12080,never pay
12081,never pay
12082,never pay
12083,pay monthly
12084,never pay
12085,never pay
12086,pay when scheme fails
12087,
12088,never pay
12089,pay monthly
12090,never pay
12091,pay monthly
12092,pay per bucket
12093,pay annually
12094,pay monthly
12095,pay monthly
12096,pay monthly
12097,never pay
12098,never pay
12099,pay monthly
12100,never pay
12101,
12102,never pay
12103,pay annually
12104,pay monthly
12105,
12106,never pay
12107,pay monthly
12109,never pay
12110,pay per bucket
12111,pay per bucket
12112,pay when scheme fails
12113,pay per bucket
12114,pay monthly
12115,pay annually
12116,
12117,never pay
12119,pay per bucket
12120,never pay
12122,never pay
12123,
12124,pay monthly
12125,never pay
12126,never pay
12127,
12128,pay per bucket
12129,pay per bucket
12130,never pay
12131,pay monthly
12132,
12133,pay per bucket
12134,
12135,never pay
12136,pay per bucket
12137,never pay
12138,pay per bucket
12139,never pay
12140,never pay
12141,never pay
12142,pay annually
12143,never pay
12144,never pay
12145,pay monthly
12146,never pay
12147,pay per bucket
12148,never pay
12149,never pay
12150,pay annually
12152,
12153,pay when scheme fails
12154,pay when scheme fails
12155,never pay
12156,pay per bucket
12157,pay per bucket
12158,never pay
12159,never pay
12161,pay per bucket
12162,
12163,pay monthly
12165,never pay
12169,pay per bucket
12170,pay per bucket
12171,pay per bucket
12172,never pay
12173,pay per bucket
12174,pay monthly
12175,never pay
12177,pay monthly
12178,pay monthly
12179,pay per bucket
12180,
12181,pay when scheme fails
12182,pay per bucket
12183,pay per bucket
12184,
12185,pay monthly
12186,never pay
12189,never pay
12190,pay when scheme fails
12191,pay when scheme fails
12192,pay monthly
12194,pay per bucket
12195,
12196,
12197,pay per bucket
12198,never pay
12199,
12200,never pay
12201,pay monthly
12202,never pay
12203,pay when scheme fails
12204,pay monthly
12205,never pay
12206,pay monthly
12207,pay monthly
12208,pay per bucket
12209,pay per bucket
12210,never pay
12211,never pay
12212,never pay
12214,pay monthly
12215,never pay
12216,never pay
12217,
12218,
12219,pay monthly
12221,pay annually
12222,pay per bucket
12223,
12224,never pay
12225,never pay
12226,pay per bucket
12227,
12228,pay monthly
12229,never pay
12230,
12231,never pay
12232,
12233,never pay
12234,pay per bucket
12235,never pay
12236,never pay
12238,never pay
12239,pay per bucket
12240,
12242,never pay
12243,pay annually
12244,pay monthly
12245,never pay
12247,
12248,pay monthly
12249,pay annually
12250,pay monthly
12251,pay monthly
12252,pay monthly
12253,pay when scheme fails
12254,pay when scheme fails
12255,
12256,never pay
12257,never pay
12258,never pay
12259,pay per bucket
12260,pay annually
12261,pay per bucket
12262,pay monthly
12264,never pay
12269,never pay
12270,pay per bucket
12271,pay monthly
12272,pay monthly
12273,pay per bucket
12274,never pay
12275,never pay
12276,pay per bucket
12277,never pay
12278,never pay
12279,pay when scheme fails
12280,never pay
12282,never pay
12283,pay monthly
12284,never pay
12285,pay monthly
12286,pay when scheme fails
12287,pay annually
12289,never pay
12290,never pay
12291,never pay
12292,never pay
12293,never pay
12294,never pay
12295,pay per bucket
12296,never pay
12297,never pay
12298,never pay
12299,pay annually
12300,never pay
12301,pay per bucket
12302,pay monthly
12303,pay when scheme fails
12304,pay monthly
12305,never pay
12306,pay monthly
12307,pay per bucket
12308,never pay
12311,pay when scheme fails
12312,pay monthly
12313,pay monthly
12314,never pay
12315,never pay
12316,pay per bucket
12317,never pay
12318,pay monthly
12319,
12320,never pay
12321,
12322,never pay
12323,pay per bucket
12324,
12326,never pay
12327,pay per bucket
12328,never pay
12329,never pay
12330,pay monthly
12331,pay monthly
12332,pay per bucket
12333,never pay
12334,
12335,pay per bucket
12336,never pay
12337,pay annually
12338,never pay
12339,other
12340,pay per bucket
12341,
12342,never pay
12343,other
12344,never pay
12346,other
12347,never pay
12348,never pay
12349,pay per bucket
12350,pay per bucket
12351,never pay
12352,
12353,never pay
12354,pay monthly
12355,
12356,never pay
12357,pay monthly
12358,never pay
12360,never pay
12361,never pay
12362,never pay
12363,never pay
12365,pay per bucket
12366,pay per bucket
12367,pay annually
12368,
12369,pay monthly
12370,pay monthly
12371,
12372,never pay
12373,never pay
12374,pay when scheme fails
12375,never pay
12376,pay per bucket
12377,never pay
12379,never pay
12381,never pay
12383,never pay
12384,never pay
12385,never pay
12386,never pay
12387,never pay
12388,pay per bucket
12389,
12390,other
12392,other
12393,never pay
12394,never pay
12395,never pay
12396,pay monthly
12397,pay monthly
12398,pay monthly
12399,pay per bucket
12400,pay monthly
12401,never pay
12402,never pay
12403,pay when scheme fails
12405,
12406,pay annually
12408,never pay
12409,never pay
12410,never pay
12411,never pay
12412,pay monthly
12413,
12414,never pay
12415,never pay
12416,never pay
12417,pay annually
12418,never pay
12420,pay monthly
12421,never pay
12422,pay per bucket
12424,pay per bucket
12425,never pay
12426,never pay
12427,never pay
12428,pay when scheme fails
12429,other
12430,pay annually
12431,never pay
12432,never pay
12433,
12434,pay when scheme fails
12435,never pay
12436,pay when scheme fails
12438,pay monthly
12439,pay monthly
12440,never pay
12441,never pay
12442,
12443,
12444,pay per bucket
12445,never pay
12446,pay per bucket
12447,never pay
12448,pay monthly
12449,pay when scheme fails
12450,never pay
12451,pay per bucket
12452,
12453,pay per bucket
12454,pay annually
12455,pay monthly
12456,pay monthly
12457,
12458,pay monthly
12459,other
12460,pay annually
12461,
12463,never pay
12464,never pay
12465,pay when scheme fails
12466,never pay
12467,never pay
12468,never pay
12470,pay monthly
12471,pay annually
12472,pay monthly
12473,pay per bucket
12474,
12475,never pay
12476,never pay
12477,pay per bucket
12478,never pay
12479,never pay
12480,never pay
12481,never pay
12482,pay when scheme fails
12483,pay monthly
12484,never pay
12485,
12486,pay per bucket
12487,pay per bucket
12488,never pay
12489,pay monthly
12490,never pay
12491,never pay
12492,
12493,pay per bucket
12494,never pay
12495,never pay
12496,pay per bucket
12497,pay annually
12498,pay when scheme fails
12499,pay per bucket
12500,never pay
12501,pay monthly
12503,pay per bucket
12504,never pay
12505,pay when scheme fails
12506,pay monthly
12507,
12508,pay monthly
12509,never pay
12510,pay per bucket
12511,pay monthly
12512,never pay
12513,pay when scheme fails
12514,pay annually
12515,never pay
12516,never pay
12517,pay monthly
12518,pay per bucket
12519,never pay
12520,never pay
12521,pay per bucket
12523,
12524,never pay
12525,never pay
12526,never pay
12527,pay monthly
12528,
12529,pay monthly
12530,pay per bucket
12531,pay monthly
12532,never pay
12533,
12534,
12535,pay per bucket
12536,
12538,never pay
12539,pay per bucket
12540,pay annually
12541,never pay
12542,never pay
12543,pay monthly
12544,pay monthly
12545,pay per bucket
12546,
12547,pay per bucket
12549,pay annually
12550,
12551,pay when scheme fails
12552,pay when scheme fails
12553,never pay
12554,
12555,never pay
12556,pay monthly
12557,pay per bucket
12559,never pay
12560,
12563,
12564,
12565,
12566,
12567,never pay
12568,pay when scheme fails
12569,never pay
12570,never pay
12572,
12573,pay annually
12574,pay when scheme fails
12575,pay per bucket
12576,pay when scheme fails
12577,other
12578,pay when scheme fails
12580,pay per bucket
12581,pay when scheme fails
12582,pay monthly
12583,pay per bucket
12584,pay monthly
12585,pay monthly
12586,never pay
12587,pay annually
12588,never pay
12589,never pay
12590,pay per bucket
12591,never pay
12592,pay monthly
12593,never pay
12594,never pay
12595,never pay
12596,
12597,
12598,pay per bucket
12599,
12600,never pay
12601,never pay
12602,pay per bucket
12603,pay monthly
12604,
12605,never pay
12606,never pay
12607,never pay
12608,pay per bucket
12609,
12611,never pay
12612,pay when scheme fails
12613,never pay
12614,never pay
12615,pay monthly
12616,never pay
12617,pay monthly
12618,never pay
12619,pay monthly
12620,pay when scheme fails
12621,never pay
12622,pay monthly
12623,pay annually
12624,
12625,pay annually
12626,never pay
12627,
12628,never pay
12629,pay per bucket
12630,pay per bucket
12632,pay per bucket
12633,other
12634,never pay
12635,pay monthly
12636,pay monthly
12638,
12639,never pay
12642,pay per bucket
12643,
12644,never pay
12645,
12646,never pay
12647,
12648,never pay
12649,never pay
12650,pay monthly
12651,pay when scheme fails
12652,
12653,never pay
12654,never pay
12655,pay monthly
12656,never pay
12657,pay monthly
12658,pay monthly
12659,pay monthly
12660,pay per bucket
12661,pay per bucket
12662,pay per bucket
12663,
12664,pay monthly
12666,never pay
12667,never pay
12668,never pay
12669,pay per bucket
12670,pay annually
12671,pay when scheme fails
12672,never pay
12673,never pay
12674,pay annually
12675,never pay
12676,pay per bucket
12677,pay monthly
12678,pay monthly
12679,pay per bucket
12680,pay annually
12681,pay monthly
12682,
12683,never pay
12684,never pay
12685,never pay
12686,pay per bucket
12687,never pay
12688,
12689,never pay
12690,never pay
12691,never pay
12692,never pay
12693,never pay
12694,never pay
12695,pay annually
12696,never pay
12697,never pay
12698,never pay
12699,never pay
12701,pay per bucket
12702,pay annually
12703,never pay
12704,pay when scheme fails
12705,
12706,pay monthly
12707,
12710,pay annually
12711,never pay
12712,pay monthly
12713,
12715,pay annually
12716,pay per bucket
12717,
12718,never pay
12719,never pay
12721,pay per bucket
12722,pay per bucket
12723,pay per bucket
12724,pay per bucket
12725,pay per bucket
12726,pay monthly
12727,never pay
12728,pay when scheme fails
12729,never pay
12730,never pay
12731,
12732,never pay
12733,pay monthly
12734,pay monthly
12736,pay when scheme fails
12737,pay per bucket
12738,never pay
12739,never pay
12740,pay when scheme fails
12741,pay when scheme fails
12742,
12743,pay per bucket
12744,pay annually
12745,never pay
12746,never pay
12747,never pay
12748,
12749,pay when scheme fails
12750,pay monthly
12751,pay annually
12753,never pay
12754,pay monthly
12756,never pay
12757,never pay
12758,never pay
12759,never pay
12760,pay per bucket
12761,
12762,pay per bucket
12763,
12764,never pay
12765,pay per bucket
12766,never pay
12767,never pay
12768,never pay
12769,never pay
12770,pay per bucket
12771,pay per bucket
12774,pay monthly
12775,pay per bucket
12776,pay per bucket
12777,pay per bucket
12778,
12779,never pay
12780,
12781,
12782,pay per bucket
12783,never pay
12784,never pay
12785,
12786,never pay
12788,never pay
12789,
12790,never pay
12791,pay per bucket
12792,pay when scheme fails
12793,pay monthly
12794,pay per bucket
12795,never pay
12797,
12798,never pay
12799,pay monthly
12800,pay monthly
12801,pay monthly
12802,pay monthly
12803,
12804,
12805,never pay
12806,never pay
12807,never pay
12808,never pay
12809,never pay
12810,pay monthly
12811,never pay
12812,never pay
12813,pay when scheme fails
12815,pay per bucket
12816,pay annually
12817,pay per bucket
12818,never pay
12819,pay monthly
12820,
12821,pay monthly
12822,pay per bucket
12823,
12824,never pay
12826,never pay
12828,never pay
12829,pay monthly
12830,never pay
12831,pay per bucket
12832,never pay
12833,never pay
12834,never pay
12835,pay monthly
12836,
12837,never pay
12838,never pay
12839,pay when scheme fails
12843,never pay
12844,pay per bucket
12845,never pay
12846,never pay
12847,never pay
12848,pay monthly
12849,pay when scheme fails
12850,pay per bucket
12851,never pay
12852,
12853,pay annually
12854,never pay
12855,pay annually
12856,never pay
12858,pay when scheme fails
12859,pay per bucket
12860,never pay
12861,pay monthly
12862,never pay
12863,pay annually
12864,pay monthly
12866,pay when scheme fails
12867,pay per bucket
12868,
12869,never pay
12870,never pay
12871,
12872,never pay
12873,pay per bucket
12874,never pay
12875,never pay
12876,
12877,pay monthly
12878,pay monthly
12879,pay monthly
12880,never pay
12881,never pay
12882,never pay
12883,
12884,pay monthly
12885,pay per bucket
12886,pay when scheme fails
12887,never pay
12888,pay monthly
12889,never pay
12890,pay monthly
12891,never pay
12892,pay monthly
12893,never pay
12894,pay annually
12896,pay monthly
12898,never pay
12899,pay monthly
12900,
12901,never pay
12902,never pay
12903,pay monthly
12904,never pay
12905,never pay
12906,never pay
12907,never pay
12908,pay monthly
12909,
12910,never pay
12911,
12912,pay per bucket
12913,pay per bucket
12914,pay per bucket
12915,pay per bucket
12916,pay when scheme fails
12917,never pay
12918,pay per bucket
12919,never pay
12920,never pay
12921,never pay
12922,never pay
12924,pay when scheme fails
12925,pay when scheme fails
12926,never pay
12927,never pay
12928,never pay
12929,never pay
12930,
12931,pay per bucket
12932,pay per bucket
12933,
12934,never pay
12935,never pay
12936,pay monthly
12937,pay per bucket
12938,
12939,never pay
12940,pay per bucket
12941,
12942,pay annually
12943,never pay
12944,pay per bucket
12946,
12947,pay annually
12948,never pay
12949,pay when scheme fails
12950,pay per bucket
12951,pay per bucket
12952,pay per bucket
12953,pay per bucket
12954,pay monthly
12955,never pay
12956,never pay
12957,pay per bucket
12958,never pay
12959,never pay
12960,
12961,other
12962,
12963,pay monthly
12964,
12965,pay per bucket
12966,never pay
12967,pay annually
12969,never pay
12970,pay when scheme fails
12971,pay when scheme fails
12972,never pay
12973,never pay
12974,pay per bucket
12975,never pay
12976,never pay
12977,
12978,never pay
12980,
12981,pay per bucket
12982,pay per bucket
12983,pay per bucket
12984,pay when scheme fails
12985,pay annually
12986,pay monthly
12987,
12990,pay monthly
12991,pay monthly
12992,never pay
12993,never pay
12994,never pay
12995,never pay
12996,pay per bucket
12998,pay per bucket
12999,pay per bucket
13000,pay per bucket
13001,
13002,other
13003,pay monthly
13004,never pay
13006,pay when scheme fails
13008,pay per bucket
13009,never pay
13011,pay per bucket
13012,pay per bucket
13013,
13014,never pay
13015,pay when scheme fails
13017,pay monthly
13018,never pay
13019,pay per bucket
13020,never pay
13021,pay monthly
13022,
13023,never pay
13024,
13025,
13026,pay per bucket
13027,never pay
13028,pay when scheme fails
13029,never pay
13030,pay per bucket
13031,pay monthly
13032,pay monthly
13033,pay annually
13034,never pay
13035,never pay
13037,pay per bucket
13038,pay when scheme fails
13039,pay per bucket
13040,pay per bucket
13041,pay per bucket
13042,
13043,pay when scheme fails
13044,pay monthly
13046,never pay
13047,pay per bucket
13048,pay monthly
13049,never pay
13050,pay per bucket
13051,never pay
13052,pay monthly
13053,
13054,
13055,never pay
13056,never pay
13057,pay per bucket
13058,never pay
13059,never pay
13060,never pay
13062,
13063,pay per bucket
13064,never pay
13065,other
13066,never pay
13067,never pay
13068,pay annually
13069,
13070,pay annually
13071,pay per bucket
13072,never pay
13073,never pay
13074,never pay
13075,
13076,
13077,never pay
13078,pay when scheme fails
13079,pay per bucket
13080,pay per bucket
13081,other
13082,never pay
13083,never pay
13084,pay per bucket
13085,pay monthly
13086,never pay
13089,pay monthly
13090,pay monthly
13091,
13092,never pay
13093,
13094,pay monthly
13095,pay annually
13096,pay per bucket
13097,pay monthly
13098,never pay
13099,never pay
