inspection_id,date_recorded,ws_id,status_group
26905,2013-02-19,12480,functional
51330,2011-03-21,12481,non functional
43419,2011-11-03,12482,functional
13009,2013-02-15,12483,functional
53921,2013-03-15,12484,non functional
69676,2012-10-05,12485,non functional
37179,2011-02-23,12486,functional
39042,2013-02-26,12487,functional
57634,2012-10-11,12488,functional
10653,2011-02-26,12489,functional
45397,2011-03-29,12490,non functional
14642,2013-03-15,12491,functional
66255,2012-10-23,12492,non functional
3370,2013-01-25,12493,non functional
59136,2011-04-01,12494,functional
21339,2011-03-20,12495,functional
47677,2013-04-04,12496,functional
31163,2013-02-23,12497,functional
62397,2013-02-19,12498,functional
51083,2013-01-15,12499,functional
19447,2011-03-19,12500,non functional
9056,2011-04-08,12501,functional
28422,2013-02-20,12503,functional
33632,2013-03-27,12504,functional
48302,2013-01-26,12505,non functional
43879,2011-03-11,12506,functional needs repair
15112,2013-02-06,12507,functional
70706,2013-01-28,12508,non functional
39040,2013-03-23,12509,functional needs repair
28312,2013-01-24,12510,functional needs repair
48303,2013-01-24,12511,non functional
15157,2011-07-23,12512,functional
65065,2013-02-24,12513,non functional
1559,2011-03-22,12514,functional
8336,2011-04-09,12515,functional needs repair
52637,2013-02-28,12516,non functional
38177,2011-07-15,12517,functional
50880,2013-02-11,12518,functional
50288,2011-08-02,12519,functional
21539,2011-03-18,12520,functional
62476,2013-02-26,12521,functional
64253,2012-10-27,12523,functional
57335,2012-10-23,12524,functional
13202,2013-07-03,12525,non functional
12235,2011-03-15,12526,non functional
21452,2011-07-13,12527,functional
16648,2012-10-05,12528,functional
18516,2013-01-22,12529,functional
73456,2011-02-28,12530,functional
30644,2011-03-04,12531,functional
24029,2011-07-17,12532,functional
16047,2012-10-31,12533,functional
67777,2011-04-13,12534,functional
53509,2013-01-15,12535,functional
39219,2013-03-06,12536,functional
68172,2013-03-30,12538,functional
28882,2013-03-19,12539,functional
39783,2011-07-12,12540,functional
16406,2013-02-02,12541,non functional
62034,2011-08-07,12542,functional
64085,2011-03-23,12543,non functional
40691,2011-03-26,12544,functional
65904,2013-03-20,12545,functional
6762,2013-01-25,12546,non functional
3386,2011-03-17,12547,functional
71745,2011-03-05,12549,functional
5801,2013-01-31,12550,non functional
2214,2012-10-06,12551,non functional
10416,2011-03-16,12552,functional
32875,2013-01-26,12553,functional
7882,2011-04-06,12554,functional
42273,2013-01-24,12555,functional
9965,2011-07-04,12556,functional
71533,2011-03-07,12557,functional
9889,2011-08-05,12559,non functional
71226,2012-12-16,12560,functional needs repair
17265,2013-01-26,12563,functional
64595,2011-04-03,12564,functional
92,2013-02-13,12565,non functional
37907,2012-10-22,12566,non functional
13872,2013-02-17,12567,functional
24303,2011-03-27,12568,non functional
62201,2011-08-21,12569,functional needs repair
63837,2011-07-05,12570,functional
766,2013-01-15,12572,non functional
52010,2011-03-29,12573,functional needs repair
7943,2011-08-03,12574,functional
23979,2013-01-17,12575,functional
7609,2013-02-18,12576,functional
70071,2013-03-01,12577,functional
69977,2011-07-21,12578,functional
29233,2013-03-13,12580,functional
52326,2012-10-23,12581,non functional
27032,2013-02-13,12582,functional
21391,2013-02-22,12583,functional
5973,2013-03-21,12584,functional
48507,2011-02-26,12585,functional
20587,2011-04-10,12586,non functional
3743,2013-03-25,12587,non functional
32522,2013-01-22,12588,functional
2075,2013-03-21,12589,functional
56183,2013-03-21,12590,functional
34655,2013-01-24,12591,functional
16339,2011-02-25,12592,functional
67876,2011-08-03,12593,functional needs repair
54121,2011-08-08,12594,non functional
28420,2013-03-01,12595,non functional
11948,2013-01-09,12596,functional
39093,2013-06-03,12597,functional
57566,2013-03-03,12598,functional
5771,2011-04-03,12599,functional
55373,2011-08-07,12600,functional
49388,2012-10-24,12601,non functional
68888,2011-03-23,12602,functional
21811,2011-01-08,12603,functional
57304,2011-03-14,12604,non functional
63245,2011-03-17,12605,non functional
3192,2011-07-26,12606,non functional
70895,2011-02-24,12607,non functional
5754,2013-03-20,12608,non functional
34006,2013-05-03,12609,functional
20836,2013-02-09,12611,non functional
48187,2011-08-17,12612,functional
40012,2011-07-14,12613,non functional
7281,2013-02-19,12614,non functional
54325,2011-03-30,12615,functional needs repair
10901,2011-07-30,12616,functional
15499,2013-01-19,12617,non functional
57318,2012-10-25,12618,non functional
31100,2011-03-29,12619,functional
5859,2012-10-20,12620,functional
39416,2012-10-22,12621,functional needs repair
35865,2013-02-22,12622,non functional
29543,2013-01-31,12623,functional
50352,2013-04-04,12624,functional
19016,2011-07-17,12625,non functional
41916,2011-03-03,12626,functional
67282,2013-02-23,12627,non functional
56260,2013-02-23,12628,functional
53058,2013-02-04,12629,functional
68369,2013-01-15,12630,non functional
60428,2013-02-18,12632,non functional
40680,2011-07-27,12633,non functional
28670,2011-01-08,12634,functional
28984,2013-02-01,12635,functional needs repair
22721,2013-03-20,12636,functional
62860,2013-01-17,12638,non functional
16942,2011-03-12,12639,non functional
60815,2013-01-16,12642,functional
31933,2013-03-14,12643,functional
62832,2011-08-02,12644,non functional
10020,2012-11-02,12645,functional
56202,2011-03-12,12646,functional
69523,2012-11-01,12647,non functional
42835,2013-02-02,12648,non functional
56294,2013-01-23,12649,non functional
62857,2011-07-11,12650,non functional
6198,2011-03-23,12651,functional
13412,2013-01-25,12652,non functional
10521,2013-01-19,12653,non functional
61477,2012-12-12,12654,functional
51227,2011-10-04,12655,non functional
71057,2011-03-03,12656,non functional
33194,2013-01-21,12657,functional
41543,2011-03-30,12658,functional
49449,2011-09-04,12659,functional
66827,2011-03-19,12660,functional
38472,2013-02-01,12661,non functional
11374,2013-02-06,12662,functional
14227,2012-10-09,12663,functional
37172,2011-04-14,12664,functional needs repair
33570,2011-03-09,12666,functional
33766,2011-07-28,12667,functional
37083,2011-07-31,12668,functional
30963,2013-01-19,12669,functional
370,2013-01-29,12670,functional
4665,2011-12-03,12671,functional
28137,2011-07-24,12672,non functional
45993,2011-07-16,12673,functional
9751,2013-01-29,12674,functional needs repair
1276,2011-03-09,12675,functional
15937,2011-02-27,12676,non functional
23733,2013-12-02,12677,functional
62292,2011-03-17,12678,non functional
65610,2011-02-27,12679,functional
54017,2013-02-01,12680,functional
35775,2013-01-24,12681,functional
63571,2013-04-04,12682,functional
13757,2013-02-23,12683,non functional
22285,2013-01-24,12684,non functional
17218,2011-08-15,12685,functional
57288,2011-03-02,12686,non functional
27349,2011-07-22,12687,functional
38287,2012-10-07,12688,non functional
37160,2011-03-18,12689,non functional
29765,2011-07-08,12690,non functional
36812,2011-08-04,12691,functional
64009,2011-04-17,12692,non functional
5883,2011-07-26,12693,functional
50082,2011-03-26,12694,functional
49456,2013-02-12,12695,functional
13886,2013-03-21,12696,non functional
46158,2012-10-21,12697,non functional
2594,2011-07-15,12698,non functional
24336,2011-01-03,12699,non functional
32492,2013-02-06,12701,functional
64145,2013-02-16,12702,non functional
12484,2013-03-16,12703,functional
51804,2013-03-16,12704,functional needs repair
67901,2013-02-11,12705,functional
9081,2013-03-03,12706,functional
49815,2013-02-10,12707,functional
70284,2013-02-11,12710,functional
18211,2011-04-02,12711,non functional
73953,2011-03-31,12712,non functional
51202,2012-10-19,12713,non functional
5499,2011-03-22,12715,functional
32140,2013-03-16,12716,functional
28524,2013-02-09,12717,functional
24175,2011-08-06,12718,functional
1306,2013-01-29,12719,non functional
34258,2013-08-03,12721,functional
23164,2013-02-07,12722,functional
32817,2013-03-18,12723,functional
7666,2013-02-20,12724,functional
54536,2011-03-21,12725,functional
7192,2011-07-14,12726,functional needs repair
27120,2013-03-17,12727,non functional
73174,2011-03-13,12728,functional
73717,2013-01-15,12729,non functional
34427,2011-03-22,12730,non functional
50191,2013-01-24,12731,non functional
73259,2011-08-04,12732,functional
18493,2011-04-14,12733,functional
8523,2013-02-14,12734,functional
35915,2013-01-30,12736,functional
18948,2013-02-06,12737,functional
68298,2011-07-28,12738,functional needs repair
6361,2011-07-17,12739,non functional
45545,2013-03-19,12740,non functional
31340,2011-08-08,12741,functional needs repair
33107,2013-05-04,12742,functional needs repair
14301,2013-03-15,12743,functional
44803,2011-03-13,12744,functional
10922,2011-03-09,12745,non functional
47538,2013-01-20,12746,functional
62485,2011-03-19,12747,non functional
7127,2012-10-21,12748,non functional
23553,2011-04-01,12749,non functional
61314,2011-10-04,12750,non functional
15932,2011-07-31,12751,functional needs repair
48513,2011-03-16,12753,functional
30035,2013-02-08,12754,non functional
59778,2011-07-20,12756,functional
10170,2011-03-03,12757,functional
24284,2012-10-14,12758,functional
43041,2011-04-06,12759,functional
58986,2013-03-18,12760,functional
42061,2012-10-13,12761,non functional
39129,2011-04-06,12762,non functional
51377,2013-02-25,12763,non functional
61044,2011-07-13,12764,non functional
71003,2011-03-28,12765,functional
48755,2013-03-19,12766,non functional
69665,2011-07-20,12767,functional
8765,2011-08-20,12768,functional
58904,2013-02-25,12769,non functional
62274,2013-03-13,12770,functional
10344,2011-03-07,12771,functional
20164,2013-02-21,12774,functional needs repair
22891,2011-03-04,12775,non functional
73137,2013-01-10,12776,functional needs repair
23459,2011-03-21,12777,non functional
20573,2013-08-02,12778,functional
37877,2011-03-17,12779,non functional
9454,2013-11-03,12780,functional
16850,2013-02-07,12781,functional
51997,2013-07-03,12782,non functional
58260,2011-07-08,12783,functional
33117,2013-03-26,12784,non functional
22666,2012-11-03,12785,non functional
41117,2011-07-12,12786,non functional
881,2011-07-24,12788,non functional
22298,2013-02-02,12789,non functional
64112,2013-03-07,12790,non functional
51899,2012-10-12,12791,functional
59062,2011-03-30,12792,functional
2240,2013-03-04,12793,functional
4466,2013-01-17,12794,non functional
13891,2011-03-25,12795,functional
13065,2013-02-02,12797,functional needs repair
12800,2013-02-01,12798,functional
33478,2013-03-04,12799,functional
57738,2013-03-27,12800,functional needs repair
11082,2013-01-16,12801,functional
27896,2013-01-27,12802,non functional
22072,2011-04-04,12803,non functional
48922,2013-02-10,12804,functional needs repair
64342,2012-12-13,12805,non functional
9704,2011-08-03,12806,functional
10793,2011-04-07,12807,non functional
70563,2011-03-22,12808,non functional
31533,2011-07-07,12809,functional
8823,2011-03-17,12810,functional
25557,2011-03-23,12811,functional
73863,2012-10-13,12812,functional
25177,2013-03-15,12813,non functional
227,2012-10-07,12815,functional
30770,2013-02-07,12816,functional
25174,2011-03-24,12817,functional
23637,2012-10-13,12818,functional
10142,2013-03-26,12819,functional
69864,2013-02-01,12820,functional
39084,2011-08-04,12821,functional
12310,2011-03-15,12822,non functional
17249,2012-10-15,12823,non functional
60609,2011-01-08,12824,functional
22021,2011-03-12,12826,non functional
8535,2013-02-26,12828,non functional
34335,2013-02-18,12829,non functional
71312,2011-07-25,12830,functional
69638,2013-02-21,12831,functional
60677,2011-07-21,12832,non functional
63422,2011-03-08,12833,non functional
1388,2011-08-06,12834,non functional
24664,2011-03-03,12835,functional
50333,2013-02-25,12836,non functional
69503,2011-04-06,12837,functional
71911,2013-03-04,12838,functional
28844,2011-04-12,12839,functional needs repair
61711,2011-07-19,12843,functional
53560,2013-03-23,12844,functional
46898,2011-03-18,12845,non functional
11769,2012-11-02,12846,functional
7552,2013-03-22,12847,non functional
5751,2011-07-27,12848,functional
44130,2011-08-08,12849,functional
44131,2013-01-22,12850,non functional
45662,2011-08-03,12851,non functional
10807,2011-04-04,12852,non functional
14660,2011-08-02,12853,non functional
23688,2011-02-19,12854,non functional
49041,2011-07-15,12855,functional
58779,2011-07-12,12856,non functional
1590,2011-03-16,12858,functional
13152,2011-02-28,12859,functional
68004,2011-07-08,12860,functional
34459,2012-10-26,12861,non functional
72336,2011-03-05,12862,non functional
56802,2011-07-17,12863,functional needs repair
7416,2013-03-14,12864,functional
40328,2011-03-16,12866,functional needs repair
63616,2013-03-25,12867,non functional
2169,2012-11-08,12868,non functional
60370,2011-07-25,12869,non functional
68519,2011-11-07,12870,non functional
23773,2012-10-22,12871,functional
44851,2011-02-25,12872,non functional
31291,2013-02-12,12873,functional
64168,2011-07-14,12874,non functional
4583,2013-01-19,12875,functional needs repair
38068,2012-10-22,12876,non functional
63996,2011-07-29,12877,functional
6427,2011-04-14,12878,non functional
27996,2011-04-14,12879,functional needs repair
15120,2013-03-14,12880,non functional
28148,2011-07-21,12881,non functional
267,2011-08-13,12882,functional
58757,2013-01-30,12883,non functional
7331,2011-03-15,12884,functional
4938,2013-02-07,12885,functional
50401,2011-04-12,12886,functional
50866,2012-10-20,12887,functional
52672,2013-02-18,12888,functional
49488,2011-03-24,12889,functional needs repair
42954,2011-02-04,12890,functional
24306,2013-01-28,12891,functional
38867,2011-02-02,12892,non functional
65506,2011-08-08,12893,functional
595,2011-07-30,12894,functional needs repair
53048,2011-03-03,12896,non functional
45453,2013-02-12,12898,functional
63094,2011-03-17,12899,functional needs repair
38587,2013-10-03,12900,functional
41095,2013-03-25,12901,non functional
38090,2013-01-17,12902,functional
32297,2011-03-02,12903,functional
18556,2011-07-08,12904,functional
66205,2013-01-04,12905,non functional
63511,2011-07-22,12906,non functional
43359,2011-04-01,12907,non functional
238,2013-03-18,12908,functional
14033,2013-02-14,12909,non functional
53197,2011-02-27,12910,non functional
64143,2011-07-19,12911,non functional
73145,2013-01-11,12912,functional
51246,2011-03-02,12913,functional
62531,2013-02-18,12914,functional needs repair
59998,2013-02-17,12915,functional
306,2011-03-16,12916,non functional
38129,2011-03-24,12917,functional needs repair
23045,2013-10-03,12918,functional
65681,2013-03-24,12919,non functional
14494,2013-01-25,12920,non functional
46736,2013-02-21,12921,functional
18576,2011-08-03,12922,non functional
37759,2013-03-14,12924,functional
52809,2011-04-14,12925,functional
17844,2013-03-21,12926,functional
6033,2011-03-02,12927,non functional
25197,2011-07-29,12928,functional
721,2011-08-02,12929,non functional
73665,2013-01-31,12930,non functional
42353,2013-03-04,12931,functional
52014,2011-03-30,12932,functional
34547,2011-04-14,12933,functional
31451,2013-01-21,12934,non functional
46126,2011-03-19,12935,non functional
23571,2011-08-04,12936,functional needs repair
30212,2013-02-18,12937,functional
22696,2012-10-25,12938,functional
49665,2013-03-06,12939,functional
39661,2012-10-07,12940,functional
6029,2013-02-08,12941,functional
55595,2013-02-12,12942,functional
4417,2011-04-17,12943,non functional
54280,2013-02-06,12944,functional
40695,2013-02-02,12946,functional
19307,2013-02-15,12947,functional
1818,2012-10-14,12948,non functional
34869,2013-01-29,12949,functional
8725,2013-05-03,12950,functional
40524,2011-03-03,12951,functional
41058,2013-01-25,12952,functional
73190,2011-04-16,12953,non functional
8174,2013-03-03,12954,functional needs repair
26659,2011-02-15,12955,functional
13570,2013-01-24,12956,functional
58051,2012-10-22,12957,non functional
38153,2013-02-28,12958,functional
2018,2011-07-15,12959,functional
70460,2013-10-03,12960,non functional
64607,2013-02-25,12961,functional
6651,2013-02-08,12962,functional
36905,2011-03-14,12963,functional
58033,2013-02-06,12964,non functional
27303,2013-01-22,12965,functional
25616,2011-03-30,12966,functional
37121,2011-08-03,12967,functional
24723,2011-03-01,12969,non functional
9803,2013-03-19,12970,functional
13790,2013-03-15,12971,non functional
53210,2012-10-04,12972,functional
53318,2011-07-30,12973,functional
59580,2013-01-24,12974,non functional
38612,2013-01-23,12975,non functional
51577,2013-02-24,12976,functional
69772,2012-10-25,12977,non functional
73067,2013-03-12,12978,non functional
20493,2012-10-28,12980,non functional
63156,2013-01-17,12981,functional needs repair
46560,2013-01-23,12982,non functional
59552,2013-02-02,12983,functional
4032,2013-02-12,12984,functional
33605,2011-07-17,12985,functional
60432,2011-04-21,12986,functional
2562,2012-10-08,12987,non functional
14870,2011-03-26,12990,functional
54962,2011-01-08,12991,functional
1671,2012-11-14,12992,functional
67248,2013-02-21,12993,functional needs repair
27730,2011-04-11,12994,functional
37327,2012-10-13,12995,non functional
39671,2011-04-11,12996,non functional
4769,2011-04-17,12998,functional
27585,2013-03-07,12999,non functional
9368,2011-03-18,13000,functional
2288,2013-01-27,13001,non functional
44410,2012-11-03,13002,non functional
33582,2013-03-08,13003,functional
29466,2011-04-08,13004,non functional
2050,2013-02-05,13006,functional
7543,2011-03-16,13008,functional
40505,2011-07-15,13009,functional
18195,2013-06-03,13011,functional
18015,2013-03-23,13012,functional
34685,2013-03-05,13013,non functional
57487,2011-03-11,13014,functional
12350,2011-07-22,13015,functional
107,2011-03-07,13017,functional
1438,2013-01-30,13018,non functional
63168,2013-01-30,13019,non functional
66809,2011-03-29,13020,non functional
62442,2013-03-26,13021,functional
16146,2013-02-08,13022,non functional
33852,2013-01-27,13023,functional
63639,2012-10-22,13024,non functional
44094,2013-02-06,13025,non functional
35121,2013-01-22,13026,functional
65392,2011-03-09,13027,functional
53911,2013-03-23,13028,functional needs repair
15382,2011-07-18,13029,non functional
3535,2012-11-08,13030,functional needs repair
2480,2011-02-26,13031,functional
59890,2011-03-30,13032,functional needs repair
51545,2013-02-14,13033,non functional
28060,2013-02-20,13034,functional
57121,2011-08-27,13035,functional needs repair
5556,2013-02-07,13037,functional
13586,2011-07-22,13038,functional
50977,2011-04-03,13039,functional
59508,2011-03-11,13040,non functional
74008,2013-02-20,13041,functional
39907,2013-04-03,13042,non functional
52016,2011-03-31,13043,functional
41605,2011-03-03,13044,non functional
66734,2012-10-19,13046,functional
66978,2013-03-21,13047,functional
55937,2013-01-25,13048,functional needs repair
22885,2011-03-13,13049,functional
71085,2013-03-19,13050,functional
52620,2011-03-27,13051,non functional
69621,2012-10-23,13052,functional
72956,2013-01-03,13053,functional
57327,2011-04-03,13054,non functional
69696,2011-07-14,13055,non functional
25828,2013-01-30,13056,functional
16282,2013-01-28,13057,non functional
21836,2013-02-14,13058,functional
63413,2013-03-18,13059,non functional
19500,2011-07-13,13060,non functional
42317,2013-02-03,13062,non functional
64183,2013-01-22,13063,functional
21638,2013-12-03,13064,functional
46748,2012-10-10,13065,non functional
33698,2011-02-22,13066,functional
28046,2011-03-12,13067,non functional
1529,2013-07-03,13068,functional
36810,2011-12-03,13069,functional
12829,2013-01-21,13070,functional needs repair
33855,2013-02-06,13071,non functional
12300,2013-01-19,13072,non functional
27982,2013-02-14,13073,functional
46894,2013-03-13,13074,non functional
57448,2013-06-03,13075,functional
985,2012-10-17,13076,functional
61813,2011-08-03,13077,non functional
33571,2013-03-24,13078,functional
31993,2013-02-08,13079,functional
58347,2011-03-13,13080,functional
9246,2012-11-12,13081,functional
4527,2011-02-27,13082,non functional
2473,2011-08-03,13083,non functional
53878,2011-04-06,13084,non functional
2123,2013-01-17,13085,functional
22958,2011-04-17,13086,functional
51636,2011-02-26,13089,functional
25640,2011-04-13,13090,non functional
23428,2013-01-17,13091,non functional
21221,2011-08-02,13092,functional
21039,2012-10-13,13093,non functional
57517,2013-03-14,13094,functional
6464,2011-03-25,13095,functional
65647,2013-01-18,13096,functional
21634,2011-03-05,13097,functional
67519,2012-10-19,13098,functional
23212,2011-02-27,13099,non functional
67689,2011-03-09,13101,functional
64586,2011-07-29,13102,functional
54611,2013-01-25,13103,non functional
8877,2013-02-28,13104,non functional
54365,2013-03-21,13105,functional needs repair
19397,2011-03-12,13106,functional
65215,2011-03-28,13107,functional
19265,2013-02-21,13108,non functional
4714,2013-02-15,13109,functional
62752,2012-10-19,13110,non functional
11451,2011-08-23,13111,non functional
7387,2011-03-29,13112,functional needs repair
71602,2013-06-03,13113,functional
10360,2013-02-06,13114,functional
37531,2011-03-15,13115,functional needs repair
60946,2011-03-19,13116,functional
3467,2011-04-15,13117,functional needs repair
60621,2013-02-14,13118,functional
61991,2013-03-04,13119,functional
10953,2011-07-12,13120,functional
56752,2013-01-30,13121,functional
3819,2012-10-21,13122,functional
50104,2011-03-18,13123,functional
6263,2013-02-14,13124,non functional
54771,2011-03-29,13127,non functional
3412,2013-02-09,13128,non functional
71146,2013-02-09,13130,non functional
31317,2013-03-23,13131,functional
48247,2011-03-15,13132,functional
19538,2011-02-24,13134,non functional
72588,2013-02-05,13135,functional
14122,2013-01-12,13136,functional
31741,2013-02-14,13137,non functional
22993,2013-02-23,13138,functional
39576,2013-02-13,13139,non functional
71671,2011-03-04,13140,functional
35353,2011-08-22,13141,non functional
65783,2013-03-28,13142,functional
55761,2011-04-08,13143,functional
6315,2013-12-03,13144,functional
7090,2013-03-24,13145,functional
39886,2011-03-09,13146,non functional
26703,2013-03-07,13147,non functional
14993,2013-01-28,13148,functional needs repair
12610,2011-07-10,13149,functional
66897,2011-07-27,13150,functional
51061,2013-01-31,13151,functional
26033,2013-02-08,13152,non functional
65293,2012-10-18,13154,non functional
6958,2011-07-13,13155,non functional
30685,2013-03-24,13156,non functional
48793,2012-10-04,13158,functional
24262,2013-03-20,13159,functional
40468,2013-03-18,13160,functional
48946,2011-07-31,13161,functional
22726,2011-03-16,13162,functional
6457,2011-08-06,13163,functional
5231,2012-10-07,13164,functional
47291,2011-03-02,13165,non functional
37882,2013-02-13,13166,non functional
70240,2013-02-02,13167,non functional
5775,2012-10-26,13168,functional
33270,2011-07-05,13169,functional needs repair
42759,2013-04-03,13170,non functional
46038,2013-01-19,13171,non functional
29650,2011-03-20,13172,functional
10670,2013-03-21,13173,functional
14309,2011-03-08,13174,non functional
67564,2013-02-19,13175,functional
12981,2011-08-12,13176,non functional
38294,2011-03-25,13177,functional
14526,2013-01-29,13178,non functional
2474,2011-04-03,13179,functional
49457,2011-03-11,13180,functional
50090,2011-08-11,13181,non functional
55855,2011-07-06,13182,functional
22012,2013-01-21,13183,functional
52942,2011-02-24,13184,functional
20663,2013-09-03,13185,non functional
6800,2013-02-19,13186,functional
4016,2013-02-02,13187,functional
26723,2011-03-05,13188,non functional
3691,2012-10-23,13189,non functional
66116,2012-10-19,13190,functional needs repair
25331,2013-03-19,13191,functional
73810,2011-07-21,13192,functional
56089,2013-03-18,13193,functional needs repair
21526,2011-08-01,13194,non functional
23940,2013-03-15,13195,functional needs repair
14062,2013-02-12,13196,functional needs repair
50251,2013-03-09,13197,functional
993,2012-10-26,13198,functional
60245,2011-03-04,13199,non functional
4585,2012-10-05,13200,functional
12135,2013-01-25,13201,functional
38180,2011-03-14,13202,functional
49534,2011-08-13,13203,non functional
73014,2013-07-03,13204,functional
3058,2013-03-01,13206,functional
45468,2011-03-17,13207,functional
72841,2012-10-21,13208,functional
53343,2012-11-05,13209,non functional
3231,2013-04-04,13210,non functional
65075,2013-03-27,13211,functional
59986,2011-04-13,13212,non functional
29420,2013-01-20,13214,functional
18232,2013-02-04,13215,functional needs repair
16201,2011-04-19,13216,functional
7864,2013-03-13,13217,non functional
16435,2013-01-20,13218,non functional
9280,2011-07-26,13219,functional
35075,2011-07-09,13220,functional
20333,2011-03-29,13221,non functional
12303,2011-04-17,13222,non functional
31535,2011-04-02,13223,non functional
64882,2011-03-05,13224,functional
45355,2013-01-25,13225,functional
14949,2011-03-02,13226,non functional
44613,2011-04-20,13228,non functional
10280,2013-02-27,13229,non functional
6520,2013-01-18,13230,non functional
26626,2011-04-09,13231,functional
36420,2011-03-26,13232,functional
49996,2011-02-22,13233,non functional
47295,2011-03-09,13234,non functional
4009,2012-10-22,13235,functional
17817,2011-08-06,13236,non functional
50838,2011-07-05,13237,functional
52172,2013-02-13,13239,functional
56970,2011-02-28,13240,functional
68019,2013-01-21,13242,functional needs repair
25606,2011-07-12,13243,non functional
31851,2013-01-17,13244,non functional
22823,2013-12-03,13245,functional
16953,2013-03-04,13246,non functional
48171,2011-03-18,13247,functional
2886,2011-03-16,13248,non functional
65138,2011-07-15,13249,functional
43509,2013-03-18,13250,functional
45851,2013-12-03,13251,functional
24557,2011-08-13,13252,functional
19285,2013-01-24,13253,non functional
67580,2013-03-19,13255,functional
54601,2013-01-04,13256,functional
59675,2013-02-23,13257,functional
54452,2013-06-03,13258,non functional
69012,2013-02-23,13259,functional
53303,2011-02-23,13260,non functional
64426,2013-02-14,13261,functional
32813,2013-03-24,13262,non functional
45425,2012-10-06,13263,non functional
44667,2013-02-24,13264,non functional
11717,2013-02-28,13266,non functional
45583,2011-03-23,13267,functional
70523,2011-03-08,13268,non functional
29829,2012-10-02,13270,non functional
62925,2011-04-07,13271,functional
33433,2013-03-08,13272,functional
32239,2013-03-22,13273,functional
52808,2013-03-15,13274,non functional
1158,2013-02-19,13275,functional
58697,2012-10-21,13276,non functional
60323,2013-12-03,13277,functional
31556,2012-10-22,13278,non functional
14686,2011-07-24,13279,non functional
57705,2011-03-22,13280,non functional
69066,2011-07-11,13281,non functional
72525,2013-02-11,13282,functional
8358,2013-07-03,13283,functional
47919,2011-04-03,13284,non functional
8928,2013-02-21,13285,non functional
506,2011-03-10,13286,functional
7408,2013-03-13,13287,functional
20413,2013-02-19,13289,non functional
47327,2011-07-20,13290,functional
69283,2011-07-23,13291,functional
64497,2011-07-19,13292,functional
11254,2013-01-30,13293,non functional
57119,2011-03-11,13294,non functional
60721,2011-04-17,13295,functional needs repair
59418,2011-07-30,13296,functional
66901,2011-03-28,13297,functional
27015,2011-03-10,13299,non functional
30439,2012-10-04,13300,functional
67385,2011-07-09,13301,functional
68194,2012-10-23,13302,functional
8600,2011-03-15,13303,functional
3017,2012-10-19,13304,functional
30883,2011-07-31,13305,non functional
23390,2013-02-14,13306,non functional
57924,2012-10-07,13307,non functional
54612,2011-07-25,13308,functional needs repair
16729,2013-03-15,13310,functional
63944,2013-02-04,13311,non functional
66486,2013-02-24,13312,functional needs repair
71207,2012-11-02,13313,non functional
65756,2013-01-16,13314,non functional
59734,2011-03-04,13315,functional
4748,2013-04-03,13316,functional
2454,2013-02-03,13317,functional
2757,2011-03-23,13318,functional
36653,2012-11-01,13319,functional needs repair
69535,2011-07-10,13320,non functional
23326,2013-01-20,13321,functional
70029,2013-01-30,13323,non functional
52411,2011-04-06,13324,functional
57392,2011-07-28,13325,functional
71167,2013-03-15,13326,functional
28707,2013-02-07,13329,functional needs repair
25369,2011-04-21,13330,functional
30524,2013-02-01,13331,non functional
41214,2013-02-25,13333,functional
61940,2011-04-01,13334,functional
53465,2011-03-22,13335,non functional
17209,2013-01-17,13337,functional
45282,2013-01-27,13338,non functional
19575,2011-07-14,13339,non functional
57161,2012-10-20,13340,non functional
38040,2011-07-15,13341,functional
19230,2011-08-01,13342,non functional
38912,2011-08-13,13343,non functional
33874,2011-03-25,13344,functional
58396,2011-08-08,13346,non functional
64843,2013-03-15,13347,non functional
51856,2011-07-28,13348,functional
73272,2013-06-03,13350,functional
65066,2011-04-13,13351,functional
63228,2013-02-20,13352,functional
59819,2013-02-10,13353,functional
63029,2013-01-30,13354,functional
26678,2011-07-15,13356,functional
23450,2012-10-12,13357,non functional
15826,2011-08-06,13358,non functional
18519,2011-03-12,13359,functional
47083,2013-02-08,13361,functional
61569,2013-02-28,13363,functional
57158,2011-07-17,13364,non functional
48759,2004-06-01,13366,functional
57189,2012-11-01,13367,functional
28024,2011-03-09,13368,non functional
12629,2013-05-03,13369,functional
21897,2011-06-07,13370,functional
237,2013-02-21,13371,functional needs repair
25935,2011-03-19,13372,functional
58416,2012-10-15,13373,non functional
48334,2011-03-23,13374,non functional
47803,2011-04-11,13375,functional
41084,2011-03-03,13377,functional
27045,2011-07-09,13378,non functional
22664,2013-03-04,13379,non functional
65757,2012-11-02,13380,functional
18536,2013-03-27,13381,functional
66220,2013-03-20,13383,functional
45002,2011-04-14,13384,functional needs repair
13085,2011-03-31,13385,functional
35335,2013-01-28,13386,functional
19534,2013-01-23,13387,non functional
41471,2013-01-28,13388,non functional
38639,2011-03-06,13389,non functional
36884,2011-04-17,13390,non functional
15084,2013-02-23,13391,functional
54203,2013-01-29,13392,non functional
27861,2011-07-13,13393,non functional
30672,2013-09-03,13394,functional
32275,2011-02-27,13395,functional
35179,2011-07-21,13397,non functional
71650,2011-02-24,13398,functional
19084,2013-10-03,13399,non functional
45336,2013-02-11,13400,non functional
64763,2012-10-18,13401,non functional
67902,2013-02-18,13402,functional
