ws_id,extraction_type_class,quality_group,waterpoint_type_group
13144,gravity,good,communal standpipe
13145,gravity,good,communal standpipe
13146,handpump,salty,hand pump
13147,gravity,good,communal standpipe
13148,gravity,good,communal standpipe
13149,gravity,good,other
13150,gravity,good,communal standpipe
13151,handpump,good,hand pump
13152,motorpump,good,communal standpipe
13154,handpump,good,hand pump
13155,gravity,good,communal standpipe
13156,gravity,good,communal standpipe
13158,handpump,good,hand pump
13159,gravity,good,communal standpipe
13160,gravity,good,communal standpipe
13161,gravity,good,communal standpipe
13162,gravity,good,communal standpipe
13163,gravity,good,communal standpipe
13164,handpump,good,hand pump
13165,other,good,other
13166,handpump,good,hand pump
13167,gravity,good,communal standpipe
13168,handpump,good,hand pump
13169,gravity,good,communal standpipe
13170,gravity,good,communal standpipe
13171,gravity,good,communal standpipe
13172,gravity,good,communal standpipe
13173,gravity,good,communal standpipe
13174,handpump,good,hand pump
13175,gravity,good,communal standpipe
13176,other,salty,other
13177,handpump,salty,hand pump
13178,gravity,good,communal standpipe
13179,gravity,good,communal standpipe
13180,motorpump,good,communal standpipe
13181,handpump,good,hand pump
13182,gravity,good,communal standpipe
13183,handpump,good,hand pump
13184,gravity,good,communal standpipe
13185,gravity,good,communal standpipe
13186,gravity,good,communal standpipe
13187,handpump,good,hand pump
13188,gravity,good,communal standpipe
13189,other,good,other
13190,gravity,good,communal standpipe
13191,gravity,good,cattle trough
13192,gravity,good,communal standpipe
13193,submersible,good,communal standpipe
13194,other,good,other
13195,gravity,good,communal standpipe
13196,gravity,good,communal standpipe
13197,gravity,good,communal standpipe
13198,submersible,good,cattle trough
13199,handpump,good,hand pump
13200,handpump,salty,hand pump
13201,handpump,good,hand pump
13202,motorpump,good,communal standpipe
13203,handpump,good,hand pump
13204,gravity,good,communal standpipe
13206,handpump,good,hand pump
13207,submersible,good,communal standpipe
13208,handpump,milky,hand pump
13209,other,good,other
13210,gravity,good,communal standpipe
13211,gravity,good,communal standpipe
13212,gravity,good,communal standpipe
13214,submersible,good,communal standpipe
13215,gravity,good,communal standpipe
13216,gravity,good,communal standpipe
13217,gravity,good,communal standpipe
13218,handpump,good,hand pump
13219,handpump,good,hand pump
13220,gravity,good,improved spring
13221,handpump,salty,hand pump
13222,gravity,good,communal standpipe
13223,gravity,good,communal standpipe
13224,handpump,,hand pump
13225,handpump,milky,hand pump
13226,handpump,good,hand pump
13228,gravity,good,communal standpipe
13229,gravity,good,communal standpipe
13230,other,milky,communal standpipe
13231,gravity,good,communal standpipe
13232,handpump,good,hand pump
13233,handpump,good,hand pump
13234,gravity,good,communal standpipe
13235,handpump,good,hand pump
13236,submersible,good,communal standpipe
13237,handpump,good,hand pump
13239,handpump,good,hand pump
13240,motorpump,good,communal standpipe
13242,gravity,good,communal standpipe
13243,handpump,good,hand pump
13244,gravity,good,communal standpipe
13245,gravity,good,communal standpipe
13246,other,good,other
13247,motorpump,good,communal standpipe
13248,submersible,good,communal standpipe
13249,handpump,good,hand pump
13250,gravity,good,communal standpipe
13251,gravity,good,communal standpipe
13252,handpump,good,hand pump
13253,other,good,other
13255,gravity,good,communal standpipe
13256,gravity,good,communal standpipe
13257,gravity,good,other
13258,gravity,good,communal standpipe
13259,submersible,good,communal standpipe
13260,gravity,good,communal standpipe
13261,submersible,good,communal standpipe
13262,gravity,good,communal standpipe
13263,rope pump,good,communal standpipe
13264,submersible,salty,communal standpipe
13266,gravity,good,communal standpipe
13267,gravity,good,communal standpipe
13268,handpump,good,hand pump
13270,gravity,salty,communal standpipe
13271,gravity,good,communal standpipe
13272,gravity,good,communal standpipe
13273,submersible,good,communal standpipe
13274,gravity,good,communal standpipe
13275,handpump,good,hand pump
13276,handpump,salty,hand pump
13277,gravity,good,communal standpipe
13278,submersible,good,communal standpipe
13279,gravity,good,communal standpipe
13280,gravity,good,other
13281,handpump,good,hand pump
13282,submersible,good,communal standpipe
13283,gravity,good,communal standpipe
13284,submersible,good,communal standpipe
13285,motorpump,,communal standpipe
13286,other,good,hand pump
13287,gravity,good,communal standpipe
13289,gravity,good,communal standpipe
13290,gravity,good,communal standpipe
13291,handpump,good,hand pump
13292,handpump,good,hand pump
13293,other,good,other
13294,handpump,good,hand pump
13295,gravity,good,communal standpipe
13296,gravity,good,communal standpipe
13297,gravity,good,communal standpipe
13299,submersible,salty,communal standpipe
13300,handpump,salty,hand pump
13301,handpump,good,hand pump
13302,handpump,colored,hand pump
13303,gravity,good,communal standpipe
13304,handpump,salty,hand pump
13305,gravity,good,communal standpipe
13306,gravity,good,communal standpipe
13307,other,good,other
13308,gravity,good,improved spring
13310,gravity,good,communal standpipe
13311,handpump,salty,hand pump
13312,gravity,good,communal standpipe
13313,other,good,other
13314,gravity,good,improved spring
13315,submersible,good,communal standpipe
13316,gravity,good,communal standpipe
13317,gravity,good,communal standpipe
13318,gravity,good,communal standpipe
13319,handpump,good,hand pump
13320,gravity,good,communal standpipe
13321,handpump,salty,hand pump
13323,motorpump,good,communal standpipe
13324,gravity,good,communal standpipe
13325,handpump,good,hand pump
13326,gravity,good,communal standpipe
13329,gravity,good,communal standpipe
13330,gravity,good,communal standpipe
13331,gravity,good,communal standpipe
13333,gravity,good,communal standpipe
13334,motorpump,good,communal standpipe
13335,wind-powered,good,communal standpipe
13337,submersible,milky,other
13338,other,salty,other
13339,gravity,good,communal standpipe
13340,handpump,good,hand pump
13341,handpump,salty,hand pump
13342,handpump,good,hand pump
13343,other,good,other
13344,gravity,good,communal standpipe
13346,other,good,other
13347,other,good,other
13348,gravity,good,communal standpipe
13350,gravity,good,communal standpipe
13351,submersible,salty,communal standpipe
13352,handpump,salty,hand pump
13353,other,good,improved spring
13354,handpump,good,hand pump
13356,gravity,good,communal standpipe
13357,other,salty,other
13358,handpump,good,hand pump
13359,submersible,good,communal standpipe
13361,motorpump,good,communal standpipe
13363,handpump,good,hand pump
13364,handpump,good,hand pump
13366,rope pump,good,hand pump
13367,handpump,good,hand pump
13368,submersible,good,communal standpipe
13369,gravity,good,communal standpipe
13370,gravity,good,communal standpipe
13371,gravity,good,communal standpipe
13372,gravity,good,communal standpipe
13373,submersible,good,communal standpipe
13374,handpump,good,hand pump
13375,gravity,good,communal standpipe
13377,handpump,salty,hand pump
13378,handpump,good,hand pump
13379,gravity,good,other
13380,handpump,good,hand pump
13381,gravity,good,communal standpipe
13383,gravity,good,communal standpipe
13384,handpump,good,hand pump
13385,gravity,good,communal standpipe
13386,handpump,salty,hand pump
13387,gravity,good,communal standpipe
13388,other,salty,other
13389,other,salty,other
13390,other,good,other
13391,submersible,good,communal standpipe
13392,gravity,good,communal standpipe
13393,motorpump,good,communal standpipe
13394,gravity,good,communal standpipe
13395,gravity,good,communal standpipe
13397,gravity,,improved spring
13398,gravity,good,communal standpipe
13399,gravity,good,communal standpipe
13400,gravity,good,other
13401,gravity,good,communal standpipe
13402,gravity,good,communal standpipe
13403,submersible,good,communal standpipe
13404,gravity,good,communal standpipe
13405,motorpump,salty,communal standpipe
13406,handpump,good,hand pump
13407,gravity,good,communal standpipe
13408,gravity,good,communal standpipe
13410,submersible,good,communal standpipe
13411,handpump,good,hand pump
13412,gravity,good,other
13414,handpump,good,hand pump
13415,other,good,other
13416,gravity,good,communal standpipe
13417,handpump,milky,hand pump
13418,handpump,good,hand pump
13419,other,good,improved spring
13420,gravity,good,communal standpipe
13421,submersible,fluoride,communal standpipe
13422,handpump,good,hand pump
13424,handpump,good,hand pump
13425,gravity,good,other
13426,handpump,salty,hand pump
13427,motorpump,good,communal standpipe
13428,submersible,good,communal standpipe
13429,handpump,good,hand pump
13430,handpump,good,hand pump
13431,submersible,good,communal standpipe
13432,gravity,good,communal standpipe
13433,handpump,salty,hand pump
13434,gravity,good,communal standpipe
13435,handpump,salty,hand pump
13436,handpump,salty,hand pump
13437,gravity,good,communal standpipe
13438,motorpump,good,communal standpipe
13439,handpump,good,hand pump
13440,gravity,salty,hand pump
13441,gravity,good,communal standpipe
13442,gravity,good,communal standpipe
13443,handpump,good,hand pump
13444,handpump,good,hand pump
13445,handpump,good,hand pump
13446,submersible,good,communal standpipe
13447,gravity,good,communal standpipe
13448,gravity,good,communal standpipe
13449,handpump,good,hand pump
13450,other,salty,other
13451,gravity,good,communal standpipe
13452,handpump,good,hand pump
13456,handpump,good,hand pump
13457,gravity,good,communal standpipe
13458,handpump,good,hand pump
13459,gravity,good,communal standpipe
13460,handpump,milky,hand pump
13461,handpump,good,hand pump
13462,handpump,good,hand pump
13463,handpump,good,hand pump
13464,handpump,good,hand pump
13465,handpump,good,hand pump
13466,handpump,good,hand pump
13467,gravity,good,communal standpipe
13468,handpump,good,hand pump
13469,gravity,good,communal standpipe
13470,handpump,good,hand pump
13471,other,good,other
13472,gravity,good,communal standpipe
13473,other,good,communal standpipe
13474,handpump,colored,hand pump
13475,other,good,communal standpipe
13476,gravity,good,communal standpipe
13478,other,,communal standpipe
13479,gravity,good,communal standpipe
13480,submersible,salty,communal standpipe
13481,submersible,good,communal standpipe
13482,gravity,good,communal standpipe
13483,motorpump,salty,communal standpipe
13484,other,good,other
13485,handpump,,hand pump
13486,gravity,good,communal standpipe
13487,gravity,good,communal standpipe
13488,gravity,good,communal standpipe
13489,handpump,good,hand pump
13490,handpump,milky,hand pump
13491,gravity,good,communal standpipe
13492,motorpump,good,communal standpipe
13493,motorpump,,communal standpipe
13495,handpump,good,hand pump
13496,submersible,salty,communal standpipe
13497,gravity,good,communal standpipe
13498,other,good,communal standpipe
13499,handpump,good,hand pump
13500,handpump,good,hand pump
13501,gravity,good,communal standpipe
13502,other,good,communal standpipe
13503,gravity,good,communal standpipe
13504,gravity,good,communal standpipe
13505,gravity,good,other
13506,motorpump,good,communal standpipe
13507,submersible,good,communal standpipe
13508,other,,other
13509,handpump,good,hand pump
13510,gravity,good,communal standpipe
13511,gravity,,communal standpipe
13512,gravity,good,communal standpipe
13513,submersible,good,communal standpipe
13514,gravity,good,communal standpipe
13515,gravity,good,communal standpipe
13516,gravity,good,communal standpipe
13517,gravity,good,communal standpipe
13518,handpump,good,hand pump
13519,handpump,good,hand pump
13520,handpump,good,hand pump
13521,other,,other
13522,handpump,good,hand pump
13523,handpump,,hand pump
13524,handpump,good,hand pump
13525,handpump,good,hand pump
13526,gravity,good,improved spring
13527,other,,other
13528,gravity,good,communal standpipe
13529,gravity,good,communal standpipe
13530,handpump,salty,hand pump
13531,gravity,good,communal standpipe
13532,submersible,good,communal standpipe
13533,submersible,salty,communal standpipe
13534,handpump,salty,hand pump
13535,handpump,good,hand pump
13536,submersible,good,communal standpipe
13537,handpump,good,hand pump
13538,gravity,good,communal standpipe
13539,handpump,good,hand pump
13540,gravity,good,other
13541,handpump,good,hand pump
13542,handpump,good,hand pump
13543,handpump,good,hand pump
13544,handpump,salty,hand pump
13545,handpump,colored,hand pump
13546,other,good,other
13547,gravity,good,communal standpipe
13548,handpump,good,hand pump
13549,other,good,hand pump
13550,handpump,good,hand pump
13551,other,good,improved spring
13552,handpump,salty,hand pump
13553,gravity,good,communal standpipe
13554,gravity,good,communal standpipe
13556,handpump,milky,hand pump
13557,motorpump,good,communal standpipe
13558,handpump,good,hand pump
13559,gravity,good,communal standpipe
13560,handpump,salty,hand pump
13561,submersible,salty,communal standpipe
13562,gravity,good,communal standpipe
13563,other,good,other
13564,other,milky,other
13565,gravity,good,communal standpipe
13567,gravity,good,communal standpipe
13568,other,good,communal standpipe
13570,handpump,salty,hand pump
13571,submersible,good,communal standpipe
13572,gravity,good,communal standpipe
13573,gravity,good,communal standpipe
13574,handpump,good,hand pump
13576,submersible,good,communal standpipe
13577,handpump,good,hand pump
13578,submersible,good,communal standpipe
13579,submersible,salty,communal standpipe
13580,gravity,good,communal standpipe
13581,gravity,good,communal standpipe
13582,motorpump,salty,communal standpipe
13583,handpump,good,hand pump
13584,other,milky,other
13585,handpump,good,hand pump
13586,gravity,good,communal standpipe
13588,handpump,good,hand pump
13589,gravity,good,communal standpipe
13590,submersible,good,communal standpipe
13591,gravity,good,communal standpipe
13593,gravity,good,communal standpipe
13594,handpump,good,hand pump
13595,other,good,communal standpipe
13596,other,,other
13597,handpump,good,hand pump
13598,gravity,good,communal standpipe
13599,handpump,good,hand pump
13600,handpump,good,hand pump
13601,gravity,good,communal standpipe
13602,gravity,good,other
13603,handpump,good,hand pump
13604,motorpump,good,hand pump
13605,submersible,salty,communal standpipe
13606,gravity,good,communal standpipe
13607,gravity,good,communal standpipe
13608,gravity,good,communal standpipe
13609,gravity,good,communal standpipe
13610,handpump,good,hand pump
13611,gravity,good,communal standpipe
13612,handpump,salty,hand pump
13613,handpump,milky,hand pump
13614,gravity,good,communal standpipe
13615,handpump,salty,hand pump
13616,handpump,good,hand pump
13617,gravity,good,communal standpipe
13620,other,,other
13621,gravity,good,communal standpipe
13622,handpump,salty,hand pump
13623,gravity,good,communal standpipe
13624,gravity,good,communal standpipe
13625,gravity,good,communal standpipe
13626,handpump,good,hand pump
13627,handpump,good,hand pump
13628,other,good,other
13629,handpump,good,hand pump
13630,handpump,good,hand pump
13631,submersible,good,communal standpipe
13632,gravity,good,communal standpipe
13634,submersible,good,communal standpipe
13635,gravity,good,communal standpipe
13636,submersible,salty,communal standpipe
13637,gravity,fluoride,communal standpipe
13638,handpump,good,hand pump
13639,gravity,good,communal standpipe
13640,handpump,salty,hand pump
13641,handpump,good,hand pump
13642,handpump,salty,hand pump
13643,gravity,good,communal standpipe
13644,handpump,good,hand pump
13645,other,good,communal standpipe
13646,other,,communal standpipe
13647,handpump,good,hand pump
13648,gravity,good,communal standpipe
13649,gravity,good,communal standpipe
13650,gravity,good,communal standpipe
13651,gravity,good,communal standpipe
13652,other,,other
13653,handpump,good,hand pump
13654,gravity,good,communal standpipe
13655,gravity,good,communal standpipe
13656,motorpump,,communal standpipe
13657,gravity,good,communal standpipe
13658,handpump,good,hand pump
13659,handpump,salty,hand pump
13660,gravity,good,communal standpipe
13661,gravity,good,communal standpipe
13663,handpump,good,hand pump
13664,gravity,good,communal standpipe
13665,handpump,salty,hand pump
13666,gravity,good,communal standpipe
13667,handpump,good,hand pump
13669,handpump,good,hand pump
13670,gravity,good,communal standpipe
13671,handpump,good,hand pump
13672,gravity,good,communal standpipe
13673,handpump,good,hand pump
13674,gravity,good,communal standpipe
13675,gravity,good,communal standpipe
13676,gravity,good,communal standpipe
13677,handpump,good,hand pump
13679,gravity,good,communal standpipe
13680,rope pump,good,hand pump
13681,handpump,salty,hand pump
13682,handpump,good,hand pump
13683,gravity,good,improved spring
13684,gravity,good,communal standpipe
13685,gravity,good,communal standpipe
13686,gravity,good,communal standpipe
13687,handpump,good,hand pump
13689,handpump,good,hand pump
13690,gravity,good,communal standpipe
13691,submersible,good,communal standpipe
13692,other,milky,other
13694,handpump,good,hand pump
13695,submersible,good,communal standpipe
13697,gravity,good,communal standpipe
13698,gravity,good,communal standpipe
13699,submersible,,communal standpipe
13700,gravity,good,communal standpipe
13701,handpump,salty,hand pump
13702,gravity,good,communal standpipe
13703,gravity,good,communal standpipe
13704,handpump,good,hand pump
13705,gravity,good,communal standpipe
13706,gravity,good,communal standpipe
13707,gravity,good,communal standpipe
13708,handpump,good,hand pump
13709,other,good,other
13710,gravity,good,improved spring
13711,handpump,good,hand pump
13712,other,,other
13713,handpump,salty,hand pump
13714,gravity,good,communal standpipe
13715,other,salty,other
13716,submersible,good,communal standpipe
13718,gravity,good,communal standpipe
13719,gravity,good,communal standpipe
13720,submersible,salty,communal standpipe
13721,handpump,good,hand pump
13722,other,good,other
13723,motorpump,good,communal standpipe
13724,gravity,good,communal standpipe
13725,other,good,other
13726,motorpump,good,communal standpipe
13727,gravity,good,communal standpipe
13728,gravity,good,communal standpipe
13729,gravity,good,communal standpipe
13730,gravity,good,communal standpipe
13731,handpump,good,hand pump
13732,gravity,good,communal standpipe
13733,gravity,good,communal standpipe
13734,handpump,good,hand pump
13735,gravity,good,communal standpipe
13736,gravity,good,communal standpipe
13737,submersible,good,communal standpipe
13738,motorpump,salty,communal standpipe
13739,gravity,good,communal standpipe
13740,handpump,good,hand pump
13741,motorpump,salty,communal standpipe
13742,handpump,good,hand pump
13743,gravity,good,communal standpipe
13744,gravity,,communal standpipe
13745,handpump,good,hand pump
13746,handpump,good,hand pump
13747,submersible,good,communal standpipe
13748,handpump,salty,hand pump
13749,handpump,colored,hand pump
13750,gravity,good,communal standpipe
13751,gravity,good,communal standpipe
13752,other,good,hand pump
13753,handpump,good,hand pump
13754,other,,other
13755,submersible,good,communal standpipe
13756,handpump,good,hand pump
13757,gravity,good,communal standpipe
13758,handpump,good,hand pump
13759,other,good,other
13760,gravity,good,communal standpipe
13761,handpump,good,hand pump
13762,handpump,good,hand pump
13763,submersible,good,communal standpipe
13764,submersible,,communal standpipe
13765,motorpump,good,communal standpipe
13766,submersible,good,communal standpipe
13767,submersible,good,communal standpipe
13768,gravity,good,communal standpipe
13769,handpump,good,hand pump
13770,handpump,good,hand pump
13771,submersible,good,communal standpipe
13772,gravity,good,communal standpipe
13773,gravity,good,communal standpipe
13774,motorpump,good,communal standpipe
13775,handpump,salty,hand pump
13776,motorpump,salty,communal standpipe
13778,gravity,good,communal standpipe
13779,gravity,good,other
13780,motorpump,good,communal standpipe
13781,gravity,good,communal standpipe
13782,handpump,good,hand pump
13783,gravity,good,communal standpipe
13784,motorpump,salty,communal standpipe
13785,handpump,salty,hand pump
13786,gravity,good,communal standpipe
13787,handpump,good,hand pump
13788,gravity,good,communal standpipe
13789,handpump,good,hand pump
13790,gravity,good,communal standpipe
13791,handpump,good,hand pump
13792,gravity,good,communal standpipe
13794,gravity,good,communal standpipe
13795,gravity,good,communal standpipe
13796,submersible,good,communal standpipe
13797,submersible,salty,communal standpipe
13798,other,salty,other
13799,gravity,good,communal standpipe
13800,other,good,other
13801,handpump,good,hand pump
13802,handpump,good,hand pump
13803,gravity,good,communal standpipe
13804,submersible,good,communal standpipe
13805,handpump,good,hand pump
13806,motorpump,salty,communal standpipe
13807,other,salty,other
13808,gravity,good,communal standpipe
13809,gravity,good,communal standpipe
13810,handpump,salty,hand pump
13811,gravity,good,communal standpipe
13812,gravity,good,communal standpipe
13813,other,colored,communal standpipe
13814,gravity,good,communal standpipe
13815,gravity,good,communal standpipe
13816,motorpump,good,communal standpipe
13817,handpump,,hand pump
13818,other,salty,other
13819,handpump,milky,hand pump
13820,submersible,good,communal standpipe
13821,gravity,good,communal standpipe
13822,gravity,good,communal standpipe
13824,submersible,good,communal standpipe
13825,gravity,good,communal standpipe
13826,gravity,good,communal standpipe
13827,gravity,good,communal standpipe
13828,motorpump,good,communal standpipe
13829,handpump,good,hand pump
13831,gravity,good,communal standpipe
13832,handpump,good,communal standpipe
13833,gravity,good,communal standpipe
13834,motorpump,good,communal standpipe
13835,gravity,good,communal standpipe
13836,gravity,good,communal standpipe
13838,submersible,salty,communal standpipe
13839,handpump,good,hand pump
13840,other,good,other
13841,submersible,good,communal standpipe
13842,motorpump,,communal standpipe
13843,gravity,good,communal standpipe
13844,other,good,other
13845,gravity,good,communal standpipe
13846,handpump,salty,hand pump
13847,gravity,good,communal standpipe
13848,gravity,,improved spring
13849,handpump,good,hand pump
13850,submersible,good,communal standpipe
13851,handpump,good,hand pump
13852,submersible,good,communal standpipe
13853,other,colored,other
13854,gravity,good,communal standpipe
13856,gravity,good,communal standpipe
13857,gravity,good,communal standpipe
13858,gravity,good,communal standpipe
13859,gravity,good,communal standpipe
13860,gravity,good,communal standpipe
13861,handpump,good,hand pump
13862,gravity,good,communal standpipe
13863,handpump,good,hand pump
13866,motorpump,good,communal standpipe
13867,submersible,good,communal standpipe
13868,other,,communal standpipe
13869,gravity,good,communal standpipe
13870,gravity,good,communal standpipe
13871,gravity,good,communal standpipe
13872,gravity,good,communal standpipe
13873,other,good,other
13874,gravity,good,communal standpipe
13875,gravity,good,communal standpipe
13876,other,salty,other
13877,handpump,good,hand pump
13878,handpump,salty,hand pump
13879,other,,other
13880,gravity,good,communal standpipe
13881,gravity,good,communal standpipe
13882,gravity,good,communal standpipe
13883,handpump,good,hand pump
13884,gravity,good,other
13885,other,good,other
13886,handpump,good,hand pump
13887,gravity,good,communal standpipe
13889,gravity,,communal standpipe
13890,gravity,good,communal standpipe
13891,gravity,good,communal standpipe
13893,handpump,good,hand pump
13894,wind-powered,good,communal standpipe
13895,gravity,good,communal standpipe
13897,gravity,good,communal standpipe
13898,gravity,good,communal standpipe
13899,handpump,good,hand pump
13900,handpump,good,hand pump
13901,gravity,good,communal standpipe
13902,other,good,other
13903,submersible,good,communal standpipe
13904,handpump,good,hand pump
13906,handpump,salty,hand pump
13907,gravity,good,communal standpipe
13908,gravity,good,other
13909,motorpump,,communal standpipe
13910,handpump,good,hand pump
13911,gravity,colored,communal standpipe
13912,other,good,other
13914,submersible,good,communal standpipe
13915,other,good,communal standpipe
13916,handpump,good,hand pump
13917,gravity,good,communal standpipe
13918,handpump,good,hand pump
13919,submersible,salty,communal standpipe
13921,rope pump,good,hand pump
13922,gravity,good,communal standpipe
13923,gravity,,communal standpipe
13924,gravity,good,communal standpipe
13925,submersible,good,hand pump
13926,gravity,good,communal standpipe
13927,handpump,good,hand pump
13929,gravity,good,communal standpipe
13930,handpump,good,other
13932,other,,other
13933,handpump,colored,hand pump
13934,gravity,good,communal standpipe
13935,handpump,good,hand pump
13936,handpump,good,hand pump
13937,handpump,good,hand pump
13938,other,good,other
13939,handpump,good,hand pump
13940,wind-powered,good,communal standpipe
13941,submersible,salty,communal standpipe
13942,submersible,good,communal standpipe
13943,gravity,good,communal standpipe
13944,other,good,other
13945,handpump,good,hand pump
13946,gravity,good,communal standpipe
13947,motorpump,good,communal standpipe
13948,gravity,good,other
13949,handpump,good,hand pump
13950,handpump,good,hand pump
13951,submersible,good,communal standpipe
13952,handpump,salty,hand pump
13953,gravity,good,improved spring
13955,rope pump,salty,hand pump
13956,gravity,good,communal standpipe
13957,gravity,good,communal standpipe
13958,gravity,good,communal standpipe
13959,motorpump,,communal standpipe
13960,gravity,good,communal standpipe
13961,gravity,good,communal standpipe
13963,gravity,good,communal standpipe
13964,gravity,,communal standpipe
13965,handpump,good,hand pump
13966,submersible,good,communal standpipe
13968,gravity,good,communal standpipe
13969,submersible,salty,communal standpipe
13970,gravity,good,communal standpipe
13971,other,good,other
13972,handpump,good,hand pump
13973,gravity,good,communal standpipe
13974,gravity,good,communal standpipe
13975,submersible,salty,communal standpipe
13977,handpump,good,hand pump
13979,gravity,good,communal standpipe
13980,other,salty,other
13981,handpump,good,hand pump
13982,gravity,good,communal standpipe
13983,handpump,good,hand pump
13984,gravity,good,communal standpipe
13985,gravity,good,communal standpipe
13986,handpump,good,hand pump
13988,submersible,good,communal standpipe
13989,handpump,salty,hand pump
13990,gravity,good,communal standpipe
13991,gravity,good,communal standpipe
13992,handpump,good,hand pump
13993,gravity,good,communal standpipe
13994,gravity,good,communal standpipe
13995,other,good,other
13996,gravity,good,communal standpipe
13997,submersible,good,communal standpipe
13998,gravity,good,communal standpipe
13999,submersible,good,communal standpipe
14000,handpump,good,hand pump
14001,handpump,salty,hand pump
14002,handpump,good,hand pump
14003,gravity,good,improved spring
14004,other,good,hand pump
14005,gravity,good,cattle trough
14006,other,good,other
14007,gravity,good,communal standpipe
14008,handpump,salty,hand pump
14009,handpump,good,hand pump
14010,gravity,good,communal standpipe
14011,gravity,colored,communal standpipe
14012,gravity,good,communal standpipe
14013,gravity,good,communal standpipe
14014,gravity,good,communal standpipe
14015,gravity,good,communal standpipe
14016,other,good,other
14017,other,good,other
14018,submersible,,communal standpipe
14019,motorpump,good,communal standpipe
14020,rope pump,good,hand pump
14021,gravity,good,communal standpipe
14022,handpump,good,hand pump
14023,gravity,good,communal standpipe
14024,submersible,good,communal standpipe
14025,gravity,good,communal standpipe
14026,submersible,good,communal standpipe
14027,gravity,good,communal standpipe
14028,handpump,salty,hand pump
14030,gravity,good,communal standpipe
14031,gravity,good,communal standpipe
14032,handpump,salty,hand pump
14033,gravity,good,communal standpipe
14034,handpump,good,hand pump
14035,gravity,good,communal standpipe
14036,gravity,good,communal standpipe
14037,submersible,good,communal standpipe
14038,submersible,good,communal standpipe
14039,gravity,good,communal standpipe
14040,handpump,good,hand pump
14041,gravity,good,communal standpipe
14042,gravity,good,communal standpipe
14043,gravity,good,communal standpipe
14044,gravity,good,communal standpipe
14045,gravity,good,cattle trough
14047,handpump,salty,hand pump
14049,handpump,salty,hand pump
14050,handpump,salty,hand pump
14051,gravity,good,communal standpipe
14052,handpump,good,hand pump
14053,gravity,good,communal standpipe
14054,submersible,good,communal standpipe
14055,submersible,good,communal standpipe
14056,other,good,other
14058,gravity,good,communal standpipe
14060,submersible,good,communal standpipe
14061,handpump,good,hand pump
14063,gravity,good,communal standpipe
14064,rope pump,good,communal standpipe
14065,other,good,hand pump
14066,motorpump,good,communal standpipe
14067,handpump,good,hand pump
14068,other,good,other
14069,gravity,colored,communal standpipe
14070,handpump,good,hand pump
14071,other,,other
14072,handpump,salty,hand pump
14073,handpump,good,hand pump
14074,submersible,good,communal standpipe
14076,gravity,good,communal standpipe
14077,gravity,good,communal standpipe
14078,gravity,good,communal standpipe
14079,submersible,good,communal standpipe
14080,motorpump,good,communal standpipe
14081,handpump,salty,hand pump
14082,gravity,good,communal standpipe
14083,submersible,salty,communal standpipe
14084,handpump,good,hand pump
14085,handpump,good,hand pump
14086,gravity,,communal standpipe
14087,submersible,salty,communal standpipe
14088,other,good,hand pump
14089,gravity,good,communal standpipe
14090,submersible,good,communal standpipe
14092,submersible,good,communal standpipe
14093,handpump,colored,hand pump
14094,other,good,other
14095,submersible,good,communal standpipe
14096,gravity,good,other
14097,wind-powered,good,communal standpipe
14098,gravity,good,communal standpipe
14099,motorpump,,communal standpipe
14101,gravity,good,communal standpipe
14102,submersible,good,communal standpipe
14103,gravity,good,communal standpipe
14104,handpump,good,hand pump
14105,other,good,improved spring
14106,gravity,good,communal standpipe
14107,submersible,good,communal standpipe
14109,other,,communal standpipe
14110,handpump,good,hand pump
14111,handpump,good,hand pump
14112,gravity,good,communal standpipe
14113,gravity,good,communal standpipe
14114,gravity,good,communal standpipe
14115,submersible,good,other
14116,gravity,good,communal standpipe
14118,other,good,other
14119,submersible,good,communal standpipe
14120,handpump,good,hand pump
14121,gravity,good,communal standpipe
14122,gravity,,communal standpipe
14123,motorpump,good,communal standpipe
14124,other,good,other
14125,gravity,good,communal standpipe
14126,handpump,good,hand pump
14127,gravity,good,communal standpipe
14128,gravity,good,communal standpipe
14129,gravity,good,communal standpipe
14130,other,salty,hand pump
14131,motorpump,good,communal standpipe
14133,submersible,salty,communal standpipe
14134,gravity,good,communal standpipe
14135,other,good,communal standpipe
14137,gravity,good,communal standpipe
14138,gravity,good,communal standpipe
14140,gravity,good,communal standpipe
14141,handpump,good,hand pump
14142,gravity,good,communal standpipe
14143,gravity,good,communal standpipe
14144,submersible,good,communal standpipe
14145,gravity,good,communal standpipe
14146,gravity,good,communal standpipe
14147,gravity,good,communal standpipe
14148,handpump,good,hand pump
14149,submersible,good,communal standpipe
14150,motorpump,salty,communal standpipe
14151,submersible,salty,communal standpipe
14152,gravity,good,communal standpipe
14153,gravity,good,hand pump
14154,gravity,good,communal standpipe
14155,gravity,good,communal standpipe
14157,other,good,other
14158,other,good,other
14159,handpump,good,hand pump
14160,other,good,other
14161,gravity,good,communal standpipe
14162,gravity,good,communal standpipe
14163,gravity,good,communal standpipe
14164,gravity,good,improved spring
14165,other,salty,other
14166,gravity,good,communal standpipe
14167,other,good,hand pump
14168,submersible,good,communal standpipe
14169,handpump,good,hand pump
14170,submersible,good,communal standpipe
14171,handpump,good,hand pump
14172,gravity,good,communal standpipe
14173,gravity,good,communal standpipe
